(NSW)",FULL DISTRIBUTION,,,,,,,,GRAYNDLER (NSW),RAW,,,,,,,,,AliveMask,,,,,,,,"GRAYNDLER
(NSW)",FULL DISTRIBUTION,,,,,,,,PARRAMATTA (NSW),RAW,,,,,,,,,AliveMask,,,,,,,,PARRAMATTA (NSW),FULL DISTRIBUTION,,,,,,,,REID (NSW),RAW,,,,,,,,,AliveMask,,,,,,,,REID (NSW),FULL DISTRIBUTION,,,,,,,,WATSON (NSW),RAW,,,,,,,,,AliveMask,,,,,,,,WATSON (NSW),FULL DISTRIBUTION,,,,,
,NSW,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH
,Primary,0.05544713199,0.2291477505,0.05576670227,0.246613222,0.3491533421,0.07147094888,1,1.007599098,,False,True,True,True,True,True,,,ROUND 1,0.05502896154,0.227419567,0.05534612169,0.2447533176,0.346520102,0.07093193022,,,Primary,0.3583750187,0.2121469035,0.1145320111,0.2414146359,0.02383002017,0.04399769535,5,0.9942962847,,True,True,True,True,False,True,IND,,ROUND 1,0.3604308134,0.2133638703,0.1151890164,0.2427994951,0.02396671952,0.04425008524,,,Primary,0.3151524081,0.2504031228,0.09702535546,0.1934233735,0.0727,0.07127652022,6,0.9999807801,,True,True,True,True,True,False,OTH,,ROUND 1,0.3151584654,0.2504079357,0.09702722032,0.1934270911,0.07270139732,0.07127789018,,,Primary,0.3642169084,0.08506781467,0.09557444122,0.3328198888,0,0.1303060015,5,1.007985055,,True,True,True,True,False,True,IND,,ROUND 1,0.3613316554,0.08439392457,0.09481731974,0.3301833567,0,0.1292737436,,,Primary,0.1411685757,0.2675978166,0.08535429813,0.2272368666,0.1522,0.1548157179,3,1.028373275,,True,True,False,True,True,True,GRN,,ROUND 1,0.137273672,0.2602146742,0.08299933517,0.2209673006,0.1480007345,0.1505442835,,,Primary,0.1416065717,0.4056957917,0.09583462517,0.2750590642,0.03630544007,0.05832385173,5,1.012825345,,True,True,True,True,False,True,IND,,ROUND 1,0.1398134165,0.400558491,0.09462107725,0.2715760083,0.03584570653,0.05758530041,,,Primary,0.1510747421,0.3356269467,0.1523201396,0.1841577268,0.0316,0.1239562592,5,0.9787358144,,True,True,True,True,False,True,IND,,ROUND 1,0.1543570184,0.3429188365,0.1556294736,0.1881587698,0.03228654713,0.1266493546,,,Primary,0.1356878641,0.3092419418,0.07550618427,0.3127784168,0.02590997979,0.1541011477,5,1.013225534,,True,True,True,True,False,True,IND,,ROUND 1,0.1339167436,0.3052054368,0.07452060939,0.3086957505,0.02557177934,0.1520896804,,,Primary,0.2393079998,0.1298040228,0.2795960153,0.1321020311,0,0.1261492473,5,0.9069593163,,True,True,True,True,False,True,IND,,ROUND 1,0.2638574802,0.143120006,0.3082784534,0.1456537561,0,0.1390903043,,,Primary,0.09998829163,0.3433575209,0.07766375397,0.2284441016,0.1969,0.1006747116,3,1.04702838,,True,True,False,True,True,True,GRN,,ROUND 1,0.09549721247,0.3279352571,0.07417540487,0.2181832948,0.1880560296,0.09615280115,,,Primary,0.1399022761,0.2755177223,0.06851595921,0.2744091141,0.1628,0.128007049,3,1.049152121,,True,True,False,True,True,True,GRN,,ROUND 1,0.133347942,0.2626098893,0.06530602936,0.2615532187,0.1551729218,0.1220099988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Eliminated,0.05544713199,,ALP,LNP+GRN+ON+IND+OTH,1,,,,,,,,,,,,,SWING,-0.04929317045,-0.06972818349,0.02002941942,0.1675891933,-0.04803324009,-0.02056401866,,,Eliminated,0.02383002017,,IND,ALP+LNP+GRN+ON+OTH,5,,,,,,,,,,,,,SWING,-0.06994420525,-0.1054580332,0.01490700536,0.1732212044,0.0006667195157,0.002527389889,,,Eliminated,0.07127652022,,OTH,ALP+LNP+GRN+ON+IND,6,,,,,,,,,,,,,SWING,-0.06611894268,-0.09399518718,0.02560186486,0.1433879206,-0.002677025599,-0.006198630044,,,Eliminated,0,,IND,ALP+LNP+GRN+ON+OTH,5,,,,,,,,,,,,,SWING,-0.07371025303,-0.0972988901,0.02061787852,0.1688985225,0,-0.01850725791,,,Eliminated,0.08535429813,,GRN,ALP+LNP+ON+IND+OTH,3,,,,,,,,,,,,,SWING,-0.06086990363,-0.1021081425,0.01919503705,0.137071553,-0.006942109601,0.01365356566,,,Eliminated,0.03630544007,,IND,ALP+LNP+GRN+ON+OTH,5,,,,,,,,,,,,,SWING,-0.06336815524,-0.1216373007,0.01571145208,0.1719922887,-0.001234733538,-0.001463551321,,,Eliminated,0.0316,,IND,ALP+LNP+GRN+ON+OTH,5,,,,,,,,,,,,,SWING,-0.0660177237,-0.1036581102,0.004459334019,0.1311667443,0.01128654713,0.03606809539,,,Eliminated,0.02590997979,,IND,ALP+LNP+GRN+ON+OTH,5,,,,,,,,,,,,,SWING,-0.06277112049,-0.09438650499,0.01346442512,0.1721678681,0.0008117995536,-0.02928646729,,,Eliminated,0,,IND,ALP+LNP+GRN+ON+OTH,5,,,,,,,,,,,,,SWING,-0.04010051964,-0.1026590168,0.04355743808,0.09125746066,-0.0167,0.03396605701,,,Eliminated,0.07766375397,,GRN,ALP+LNP+ON+IND+OTH,3,,,,,,,,,,,,,SWING,-0.05539107916,-0.1061972638,0.0248366509,0.152175125,-0.01150152253,-0.003921910435,,,Eliminated,0.06851595921,,GRN,ALP+LNP+ON+IND+OTH,3,,,,,,,,,,,,,SWING,-0.05095433416,-0.140632833,0.02026507015,0.1630337973,0.0418729218,0.01865294979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Weights,0,0.12113524906535814,0.1296383133597772,0.046805373871212766,0.39549841915462314,0.3069226445490288,,,,,,,,,,,,ELIMINATED,LABOR,,,0.05502896154,,,,,Weights,0.1542340951,0.23568149063207744,0.1407823759522339,0.364302038295244,0.0,0.105,,,,,,,,,,,,ELIMINATED,INDEPENDENT,,,0.02396671952,,,,,Weights,0.1608554161,0.15132496513249652,0.13540213854021385,0.3907484890748489,0.16166899116689912,0.0,,,,,,,,,,,,ELIMINATED,OTHER,,,0.07127789018,,,,,Weights,0.4437130834,0.28199178560491983,0.1315218729578452,0.07783155123263281,0.0,0.06494170683891011,,,,,,,,,,,,ELIMINATED,INDEPENDENT,,,0,,,,,Weights,0.4704116007,0.07028220858895705,0.0,0.06648856664807586,0.28781762409369777,0.10500000000000001,,,,,,,,,,,,ELIMINATED,GREENS,,,0.08299933517,,,,,Weights,0.2514082785,0.20038570084666038,0.2254760112888053,0.21773000940733772,0.0,0.105,,,,,,,,,,,,ELIMINATED,INDEPENDENT,,,0.03584570653,,,,,Weights,0.2278550014,0.15998909784682475,0.19623875715453803,0.1439084219133279,0.0,0.2720087217225402,,,,,,,,,,,,ELIMINATED,INDEPENDENT,,,0.03228654713,,,,,Weights,0.1279411765,0.13125,0.07720588235294118,0.13345588235294117,0.0,0.5301470588235294,,,,,,,,,,,,ELIMINATED,INDEPENDENT,,,0.02557177934,,,,,Weights,0.1118657611,0.1574111066719936,0.10547343188174191,0.1474230922892529,0.0,0.47782660807031563,,,,,,,,,,,,ELIMINATED,INDEPENDENT,,,0,,,,,Weights,0.3582802714,0.08159011830201811,0.0,0.07505045233124567,0.3800791579679889,0.10500000000000002,,,,,,,,,,,,ELIMINATED,GREENS,,,0.07417540487,,,,,Weights,0.5011994517,0.08019191226867718,0.0,0.07470870459218643,0.19465387251542152,0.14924605894448253,,,,,,,,,,,,ELIMINATED,GREENS,,,0.06530602936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,DISTRIBUTED,,0.006716602143,0.007188072672,0.002595223743,0.02192925305,0.01701798038,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.003675401598,0.005616294676,0.003354846859,0.008681324921,,0.002502152118,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.01146521432,0.01078591694,0.009650993266,0.02785119258,0.01152320312,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.04015165201,0.005998888585,,0.00567508494,0.02456647129,0.008962201303,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.009127488186,0.007275091053,0.008186005815,0.007904783808,,0.003812071207,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.007200218043,0.005055655492,0.006201144726,0.004547506132,,0.008595475606,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.003314953296,0.003400684847,0.002000402851,0.003457839214,,0.01373609958,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,,,,,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.02782539085,0.006336594874,,0.005828699865,0.02951837421,0.008154694166,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.03434016119,0.00549442579,,0.005118738557,0.01333689679,0.01022573689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Round 2,0,0.2358643526209324,0.06295477494041282,0.24920844570843811,0.37108259510153463,0.08848892926597893,3,1.007599098,,False,True,False,True,True,True,,,ROUND 2,,0.2340855139,0.06247998345,0.2473289687,0.3682839693,0.08782156462,,,Round 2,0.3620504203,0.21776319815678424,0.11788685791489584,0.2500959608583373,0.0,0.046499847471238615,6,0.9942962847,,True,True,True,True,False,True,OTH,,ROUND 2,0.3641272987,0.2190123824,0.1185631081,0.2515306199,,0.04676659079,,,Round 2,0.3266176224,0.2611890397703103,0.10667634872640903,0.22127456605082027,0.08422320311786663,0.0,5,0.9999807801,,True,True,True,True,True,False,IND,,ROUND 2,0.3266239001,0.2611940599,0.1066783991,0.221278819,0.08422482191,,,,Round 2,0.3642169084,0.0850678146715381,0.09557444122071783,0.3328198888375856,0.0,0.1303060015044058,2,1.007985055,,True,True,True,True,False,True,LNP,,ROUND 2,0.3613316554,0.08439392457,0.09481731974,0.3301833567,,0.1292737436,,,Round 2,0.1813202277,0.2735967052286096,0.0,0.23291195149895463,0.17676647129260492,0.16377791918152723,6,1.028373275,,True,True,False,True,True,True,OTH,,ROUND 2,0.1763175222,0.2660480508,,0.2264858074,0.1718894059,0.1592592137,,,Round 2,0.1507340599,0.4129708827724131,0.10402063098730821,0.28296384797819873,0.0,0.062135922937837824,6,1.012825345,,True,True,True,True,False,True,OTH,,ROUND 2,0.1488253238,0.4077414581,0.1027034242,0.2793806943,,0.0613490996,,,Round 2,0.1582749601,0.34068260216184837,0.1585212843249458,0.18870523295118577,0.0,0.13255173478445334,6,0.9787358144,,True,True,True,True,False,True,OTH,,ROUND 2,0.1617136696,0.348084332,0.1619653455,0.1928050759,,0.135431577,,,Round 2,0.1390028174,0.31264262665118175,0.07750658712576675,0.31623625596554794,0.0,0.16783724724234036,3,1.013225534,,True,True,True,True,False,True,GRN,,ROUND 2,0.1371884271,0.3085617329,0.07649490118,0.3121084549,,0.165646484,,,Round 2,0.2393079998,0.1298040227913713,0.27959601532128975,0.1321020310611476,0.0,0.12614924727494473,6,0.9069593163,,True,True,True,True,False,True,OTH,,ROUND 2,0.2638574802,0.143120006,0.3082784534,0.1456537561,,0.1390903043,,,Round 2,0.1278136825,0.34969411575915027,0.0,0.2342728014342092,0.22641837421203825,0.10882940575060884,6,1.04702838,,True,True,False,True,True,True,OTH,,ROUND 2,0.1220727967,0.3339872372,,0.2237501924,0.2162485551,0.1039412187,,,Round 2,0.1742424373,0.28101214808942665,0.0,0.2795278526896387,0.17613689678950295,0.1382327859341417,6,1.049152121,,True,True,False,True,True,True,OTH,,ROUND 2,0.1660792881,0.2678469047,,0.2664321476,0.1678849933,0.1317566663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Eliminated,0.06295477494,,GRN,LNP+ON+IND+OTH,3,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.04649984747,,OTH,ALP+LNP+GRN+ON,6,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.08422320312,,IND,ALP+LNP+GRN+ON,5,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.08506781467,,LNP,ALP+GRN+ON+OTH,2,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.1637779192,,OTH,ALP+LNP+ON+IND,6,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.06213592294,,OTH,ALP+LNP+GRN+ON,6,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.1325517348,,OTH,ALP+LNP+GRN+ON,6,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.07750658713,,GRN,ALP+LNP+ON+OTH,3,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.1261492473,,OTH,ALP+LNP+GRN+ON,6,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.1088294058,,OTH,ALP+LNP+ON+IND,6,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.1382327859,,OTH,ALP+LNP+ON+IND,6,,,,,,,,,,,,,SWING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Weights,0,0.5454545454545454,0.0,0.09090909090909091,0.2272727272727273,0.13636363636363635,,Calibrate,,,,,,,,,,ELIMINATED,GREENS,,,0.06247998345,,,,,Weights,0.1809086048,0.2185548638055435,0.17277066897908594,0.42776586240410436,0.0,0.0,,Calibrate,,,,,,,,,,ELIMINATED,OTHER,,,0.04676659079,,,,,Weights,0.4941458438,0.2127051659506882,0.14987780709326787,0.14327118314345813,0.0,0.0,,Calibrate,,,,,,,,,,ELIMINATED,INDEPENDENT,,,0.08422482191,,,,,Weights,0.174589276,0.0,0.030882352941176475,0.7018813122353887,0.0,0.09264705882352942,,Calibrate,,,,,,,,,,ELIMINATED,LIBERAL,,,0.08439392457,,,,,Weights,0.1271432611,0.22788204015735067,0.0,0.39581332204559116,0.2491613767034134,0.0,,Calibrate,,,,,,,,,,ELIMINATED,OTHER,,,0.1592592137,,,,,Weights,0.1342151191,0.24264355392211864,0.09994597050118004,0.5231953564302627,0.0,0.0,,Calibrate,,,,,,,,,,ELIMINATED,OTHER,,,0.0613490996,,,,,Weights,0.1734486267,0.21337741607324517,0.1391149542217701,0.474059003051882,0.0,0.0,,Calibrate,,,,,,,,,,ELIMINATED,OTHER,,,0.135431577,,,,,Weights,0.560842717,0.12858699600435888,0.0,0.10485530935948661,0.0,0.20571497760019372,,Calibrate,,,,,,,,,,ELIMINATED,GREENS,,,0.07649490118,,,,,Weights,0.1499365683,0.20861084681255948,0.20884871550903902,0.4326038693307961,0.0,0.0,,Calibrate,,,,,,,,,,ELIMINATED,OTHER,,,0.1390903043,,,,,Weights,0.08206403482,0.19438400165785927,0.0,0.5397368148378406,0.183815148689255,0.0,,Calibrate,,,,,,,,,,ELIMINATED,OTHER,,,0.1039412187,,,,,Weights,0.1862375026,0.14150173433993063,0.0,0.36696592532136296,0.3052948377882065,0.0,,Calibrate,,,,,,,,,,ELIMINATED,OTHER,,,0.1317566663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,True,,,,,,,,,,DISTRIBUTED,,0.03433896815,,0.005723161358,0.0143079034,0.008584742037,,,,,,,,,,,True,,,,,,,,,,DISTRIBUTED,0.00841222253,0.01016276783,0.008033809755,0.01989104736,,,,,,,,,,,,,True,,,,,,,,,,DISTRIBUTED,0.04161854577,0.0179147104,0.01262318899,0.01206675796,,,,,,,,,,,,,True,,,,,,,,,,DISTRIBUTED,0.01485192817,,0.002627094277,0.05970750939,,0.00788128283,,,,,,,,,,,True,,,,,,,,,,DISTRIBUTED,0.02082325874,0.03732204636,,0.06482548227,0.04080713182,,,,,,,,,,,,True,,,,,,,,,,DISTRIBUTED,0.0083395803,0.01507688117,0.006210235121,0.03250922635,,,,,,,,,,,,,True,,,,,,,,,,DISTRIBUTED,0.02299091636,0.02828354666,0.01843992852,0.06283734324,,,,,,,,,,,,,True,,,,,,,,,,DISTRIBUTED,0.04346900491,0.009966339209,,0.00812697717,,0.01594426583,,,,,,,,,,,True,,,,,,,,,,DISTRIBUTED,0.01891438524,0.0263161013,0.02634610826,0.05457265248,,,,,,,,,,,,,True,,,,,,,,,,DISTRIBUTED,0.008930980142,0.02115469539,,0.05873923682,0.0200044934,,,,,,,,,,,,True,,,,,,,,,,DISTRIBUTED,0.02574412882,0.01956017895,,0.0507267222,0.04220175596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Round 3,0,0.27020332077024845,0.0,0.25493160706665746,0.385390498497083,0.09707367130330795,6,1.007599098,,False,True,False,True,True,False,,,ROUND 3,,0.2681655049,,0.2530089672,0.3824839655,0.09634156236,,,Round 3,0.3704626428,0.22792596598783935,0.12592066766992718,0.269987008213531,0.0,0.0,3,0.9942962847,,True,True,True,True,False,False,GRN,,ROUND 3,0.3725877774,0.2292334483,0.1266430033,0.271535771,,,,,Round 3,0.3682361682,0.27910375016639466,0.11929953771608577,0.23334132400964883,0.0,0.0,3,0.9999807801,,True,True,True,True,False,False,GRN,,ROUND 3,0.3682432458,0.2791091146,0.1193018307,0.2333458089,,,,,Round 3,0.3790688366,0.0,0.09820153549733886,0.3925273982282416,0.0,0.13818728433426888,3,1.007985055,,True,False,True,True,False,True,GRN,,ROUND 3,0.3760659296,,0.0974236027,0.3894178752,,0.1370925925,,,Round 3,0.2021434864,0.3109187515844217,0.0,0.2977374337679093,0.21757360310949464,0.0,1,1.028373275,,True,True,False,True,True,False,ALP,,ROUND 3,0.196566258,0.3023403653,,0.2895227259,0.2115706509,,,,Round 3,0.1590736402,0.428047763940281,0.11023086610831695,0.3154730743267841,0.0,0.0,3,1.012825345,,True,True,True,True,False,False,GRN,,ROUND 3,0.1570593006,0.4226274216,0.1088350195,0.3114782583,,,,,Round 3,0.1812658765,0.3689661488261811,0.17696121284150124,0.2515425761959012,0.0,0.0,3,0.9787358144,,True,True,True,True,False,False,GRN,,ROUND 3,0.1852040907,0.376982372,0.1808059031,0.2570076342,,,,,Round 3,0.1824718223,0.32260896586023424,0.0,0.3243632331360182,0.0,0.18378151307678492,1,1.013225534,,True,True,False,True,False,True,ALP,,ROUND 3,0.1800900353,0.3183979824,,0.3201293514,,0.1813826309,,,Round 3,0.2582223851,0.15612012409016446,0.3059421235770941,0.18667468354545608,0.0,0.0,2,0.9069593163,,True,True,True,True,False,False,LNP,,ROUND 3,0.2847122031,0.1721357522,0.3373272848,0.2058247599,,,,,Round 3,0.1367446626,0.37084881114700047,0.0,0.2930120382547378,0.24642286761184967,0.0,1,1.04702838,,True,True,False,True,True,False,ALP,,ROUND 3,0.1306026324,0.3541917472,,0.2798510947,0.2353545256,,,,Round 3,0.1999865662,0.3005723270417481,0.0,0.3302545748897109,0.21833865274827863,0.0,1,1.049152121,,True,True,False,True,True,False,ALP,,ROUND 3,0.1906173206,0.2864907015,,0.3147823546,0.2081096234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Eliminated,0.0970736713,,OTH,LNP+ON+IND,6,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.1259206677,,GRN,ALP+LNP+ON,3,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.1192995377,,GRN,ALP+LNP+ON,3,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.0982015355,,GRN,ALP+ON+OTH,3,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.2021434864,,ALP,LNP+ON+IND,1,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.1102308661,,GRN,ALP+LNP+ON,3,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.1769612128,,GRN,ALP+LNP+ON,3,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.1824718223,,ALP,LNP+ON+OTH,1,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.1561201241,,LNP,ALP+GRN+ON,2,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.1367446626,,ALP,LNP+ON+IND,1,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.1999865662,,ALP,LNP+ON+IND,1,,,,,,,,,,,,,SWING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Weights,0,0.1585454812045234,0.0,0.32307692307692315,0.5183775957185536,0.0,,,,,,,,,,,,ELIMINATED,OTHER,,,0.09634156236,,,,,Weights,0.7640686559,0.13093134414831983,0.0,0.10500000000000002,0.0,0.0,,,,,,,,,,,,ELIMINATED,GREENS,,,0.1266430033,,,,,Weights,0.7861645119,0.10883548810192993,0.0,0.10500000000000001,0.0,0.0,,,,,,,,,,,,ELIMINATED,GREENS,,,0.1193018307,,,,,Weights,0.7795130729,0.0,0.0,0.11548692706679368,0.0,0.10500000000000001,,,,,,,,,,,,ELIMINATED,GREENS,,,0.0974236027,,,,,Weights,0,0.37901996084565515,0.0,0.026739072691320132,0.5942409664630247,0.0,,,,,,,,,,,,ELIMINATED,LABOR,,,0.196566258,,,,,Weights,0.7127807042,0.18075963404491266,0.0,0.10645966176878292,0.0,0.0,,,,,,,,,,,,ELIMINATED,GREENS,,,0.1088350195,,,,,Weights,0.6952224423,0.19977755772389139,0.0,0.105,0.0,0.0,,,,,,,,,,,,ELIMINATED,GREENS,,,0.1808059031,,,,,Weights,0,0.35000000000000003,0.0,0.15,0.0,0.5,,,,,,,,,,,,ELIMINATED,LABOR,,,0.1800900353,,,,,Weights,0.1428571429,0.0,0.07142857142857142,0.7857142857142857,0.0,0.0,,,,,,,,,,,,ELIMINATED,LIBERAL,,,0.1721357522,,,,,Weights,0,0.23397531806615773,0.0,0.105,0.6610246819338422,0.0,,,,,,,,,,,,ELIMINATED,LABOR,,,0.1306026324,,,,,Weights,0,0.37901996084565515,0.0,0.026739072691320132,0.5942409664630247,0.0,,,,,,,,,,,,ELIMINATED,LABOR,,,0.1906173206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,DISTRIBUTED,,0.01539059193,,0.03136226304,0.05032081634,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.09621203529,0.01648696227,,0.01322167011,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.09378906284,0.01298402342,,0.01252645146,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.0765493807,,,0.01134099357,,0.01031116123,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,,0.07661641631,,0.005405129377,0.1201219407,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.07857043437,0.01992529102,,0.01173514072,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.1230274066,0.03535287891,,0.01858092735,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,,0.0638651378,,0.02737077334,,0.09123591115,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.02230287487,,0.01115143744,0.1226658118,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,,0.03199487593,,0.01435818957,0.09039159711,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,,0.07579890047,,0.00534745533,0.1188402103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
